Genome ID,Genome Name,cefoxitin,ciprofloxacin,erythromycin,tetracycline
1280.29778,Staphylococcus aureus strain HICF0112,resistant,resistant,resistant,susceptible
1280.29779,Staphylococcus aureus strain HICF0114,resistant,resistant,susceptible,susceptible
1280.29780,Staphylococcus aureus strain HICF0111,resistant,susceptible,resistant,susceptible
1280.29781,Staphylococcus aureus strain HICF0109,resistant,resistant,resistant,susceptible
1280.29782,Staphylococcus aureus strain HICF0110,resistant,resistant,resistant,susceptible
1280.29783,Staphylococcus aureus strain HICF0140,resistant,resistant,resistant,susceptible
1280.29784,Staphylococcus aureus strain HICF0133,resistant,susceptible,susceptible,susceptible
1280.29785,Staphylococcus aureus strain HICF0128,resistant,resistant,resistant,susceptible
1280.29786,Staphylococcus aureus strain HICF0136,resistant,resistant,resistant,resistant
1280.29787,Staphylococcus aureus strain HICF0142,resistant,susceptible,susceptible,susceptible
1280.29788,Staphylococcus aureus strain HICF0141,resistant,susceptible,susceptible,susceptible
1280.29789,Staphylococcus aureus strain HICF0145,resistant,resistant,resistant,susceptible
1280.29790,Staphylococcus aureus strain HICF0147,resistant,resistant,susceptible,susceptible
1280.29791,Staphylococcus aureus strain HICF0144,resistant,resistant,resistant,susceptible
1280.29792,Staphylococcus aureus strain HICF0162,resistant,susceptible,resistant,susceptible
1280.29793,Staphylococcus aureus strain HICF0163,resistant,susceptible,susceptible,susceptible
1280.29794,Staphylococcus aureus strain HICF0164,resistant,,,
1280.29795,Staphylococcus aureus strain HICF0165,resistant,,resistant,susceptible
1280.29796,Staphylococcus aureus strain HICF0171,resistant,,,
1280.29797,Staphylococcus aureus strain HICF0169,resistant,susceptible,susceptible,susceptible
1280.29798,Staphylococcus aureus strain HICF0170,resistant,susceptible,susceptible,resistant
1280.29799,Staphylococcus aureus strain HICF0172,resistant,,,
1280.29800,Staphylococcus aureus strain HICF0161,resistant,,resistant,susceptible
1280.29801,Staphylococcus aureus strain HICF0168,resistant,susceptible,susceptible,susceptible
1280.29802,Staphylococcus aureus strain HICF0166,resistant,resistant,susceptible,susceptible
1280.29803,Staphylococcus aureus strain HICF0146,resistant,resistant,resistant,susceptible
1280.29804,Staphylococcus aureus strain HICF0134,resistant,resistant,susceptible,susceptible
1280.29805,Staphylococcus aureus strain HICF0180,resistant,resistant,susceptible,resistant
1280.29806,Staphylococcus aureus strain HICF0176,resistant,susceptible,resistant,resistant
1280.29807,Staphylococcus aureus strain HICF0178,resistant,susceptible,susceptible,susceptible
1280.29808,Staphylococcus aureus strain HICF0181,resistant,resistant,resistant,resistant
1280.29809,Staphylococcus aureus strain HICF0179,resistant,susceptible,resistant,susceptible
1280.29810,Staphylococcus aureus strain HICF0177,resistant,susceptible,susceptible,susceptible
1280.29811,Staphylococcus aureus strain HICF0183,resistant,resistant,resistant,resistant
1280.29812,Staphylococcus aureus strain HICF0182,resistant,susceptible,resistant,resistant
1280.29813,Staphylococcus aureus strain HICF0173,resistant,,resistant,susceptible
1280.29814,Staphylococcus aureus strain HICF0175,resistant,susceptible,susceptible,susceptible
1280.29815,Staphylococcus aureus strain HICF0174,resistant,susceptible,susceptible,susceptible
1280.29816,Staphylococcus aureus strain HICF0187,resistant,,resistant,resistant
1280.29817,Staphylococcus aureus strain HICF0186,resistant,resistant,susceptible,susceptible
1280.29818,Staphylococcus aureus strain HICF0185,resistant,,,
1280.29819,Staphylococcus aureus strain HICF0188,resistant,susceptible,resistant,susceptible
1280.29820,Staphylococcus aureus strain HICF0193,resistant,,susceptible,susceptible
1280.29821,Staphylococcus aureus strain HICF0190,resistant,susceptible,susceptible,susceptible
1280.29822,Staphylococcus aureus strain HICF0184,resistant,resistant,susceptible,susceptible
1280.29823,Staphylococcus aureus strain HICF0194,resistant,resistant,resistant,susceptible
1280.29824,Staphylococcus aureus strain HICF0198,resistant,resistant,resistant,susceptible
1280.29825,Staphylococcus aureus strain HICF0195,resistant,susceptible,susceptible,susceptible
1280.29826,Staphylococcus aureus strain HICF0197,resistant,susceptible,resistant,resistant
1280.29827,Staphylococcus aureus strain HICF0205,resistant,susceptible,susceptible,susceptible
1280.29828,Staphylococcus aureus strain HICF0204,resistant,susceptible,susceptible,susceptible
1280.29829,Staphylococcus aureus strain HICF0202,resistant,resistant,resistant,susceptible
1280.29830,Staphylococcus aureus strain HICF0203,resistant,resistant,resistant,susceptible
1280.29831,Staphylococcus aureus strain HICF0207,resistant,resistant,resistant,susceptible
1280.29832,Staphylococcus aureus strain HICF0206,resistant,resistant,resistant,susceptible
1280.29833,Staphylococcus aureus strain HICF0200,resistant,susceptible,resistant,susceptible
1280.29834,Staphylococcus aureus strain HICF0201,resistant,resistant,resistant,susceptible
1280.29835,Staphylococcus aureus strain HICF0210,resistant,,,
1280.29836,Staphylococcus aureus strain HICF0208,resistant,resistant,resistant,susceptible
1280.29837,Staphylococcus aureus strain HICF0209,resistant,resistant,resistant,susceptible
1280.29842,Staphylococcus aureus strain HICF0216B,resistant,resistant,resistant,susceptible
1280.29843,Staphylococcus aureus strain HICF0218,resistant,susceptible,resistant,susceptible
1280.29844,Staphylococcus aureus strain HICF0215,resistant,susceptible,susceptible,susceptible
1280.29845,Staphylococcus aureus strain HICF0214,resistant,resistant,resistant,susceptible
1280.29846,Staphylococcus aureus strain HICF0211,resistant,susceptible,susceptible,susceptible
1280.29847,Staphylococcus aureus strain HICF0213,resistant,resistant,resistant,susceptible
1280.29848,Staphylococcus aureus strain HICF0229,resistant,resistant,resistant,susceptible
1280.29849,Staphylococcus aureus strain HICF0230,resistant,resistant,susceptible,susceptible
1280.29850,Staphylococcus aureus strain HICF0228,resistant,susceptible,susceptible,resistant
1280.29851,Staphylococcus aureus strain HICF0227,resistant,resistant,resistant,susceptible
1280.29852,Staphylococcus aureus strain HICF0232,resistant,,susceptible,susceptible
1280.29853,Staphylococcus aureus strain HICF0233,resistant,susceptible,susceptible,susceptible
1280.29854,Staphylococcus aureus strain HICF0235,resistant,resistant,susceptible,susceptible
1280.29855,Staphylococcus aureus strain HICF0236,resistant,susceptible,susceptible,susceptible
1280.29856,Staphylococcus aureus strain HICF0223,resistant,susceptible,susceptible,susceptible
1280.29857,Staphylococcus aureus strain HICF0224,resistant,resistant,susceptible,susceptible
1280.29858,Staphylococcus aureus strain HICF0225,resistant,,,
1280.29859,Staphylococcus aureus strain HICF0217,resistant,resistant,susceptible,susceptible
1280.29860,Staphylococcus aureus strain HICF0241,resistant,susceptible,resistant,susceptible
1280.29861,Staphylococcus aureus strain HICF0255,resistant,susceptible,susceptible,susceptible
1280.29862,Staphylococcus aureus strain HICF0245,resistant,resistant,susceptible,susceptible
1280.29863,Staphylococcus aureus strain HICF0256,resistant,,,
1280.29864,Staphylococcus aureus strain HICF0251,resistant,,,
1280.29865,Staphylococcus aureus strain HICF0248,resistant,resistant,resistant,susceptible
1280.29866,Staphylococcus aureus strain HICF0254,resistant,,,
1280.29867,Staphylococcus aureus strain HICF0237,resistant,resistant,resistant,susceptible
1280.29868,Staphylococcus aureus strain HICF0238,resistant,,,
1280.29869,Staphylococcus aureus strain HICF0269,resistant,susceptible,resistant,susceptible
1280.29870,Staphylococcus aureus strain HICF0271,resistant,susceptible,susceptible,susceptible
1280.29871,Staphylococcus aureus strain HICF0270,resistant,resistant,resistant,susceptible
1280.29872,Staphylococcus aureus strain HICF0268,resistant,resistant,susceptible,susceptible
1280.29873,Staphylococcus aureus strain HICF0262,resistant,resistant,susceptible,susceptible
1280.29874,Staphylococcus aureus strain HICF0263,resistant,susceptible,susceptible,susceptible
1280.29875,Staphylococcus aureus strain HICF0266,resistant,resistant,susceptible,susceptible
1280.29876,Staphylococcus aureus strain HICF0264,resistant,resistant,resistant,susceptible
1280.29877,Staphylococcus aureus strain HICF0246,resistant,resistant,resistant,susceptible
1280.29878,Staphylococcus aureus strain HICF0258,resistant,susceptible,resistant,susceptible
1280.29879,Staphylococcus aureus strain HICF0261,resistant,resistant,resistant,resistant
1280.29880,Staphylococcus aureus strain HICF0260,resistant,,,
1280.29881,Staphylococcus aureus strain HICF0253,resistant,susceptible,resistant,susceptible
1280.29882,Staphylococcus aureus strain HICF0276,resistant,resistant,resistant,susceptible
1280.29883,Staphylococcus aureus strain HICF0277,resistant,susceptible,resistant,susceptible
1280.29884,Staphylococcus aureus strain HICF0278,resistant,resistant,susceptible,susceptible
1280.29885,Staphylococcus aureus strain HICF0275,resistant,susceptible,susceptible,susceptible
1280.29886,Staphylococcus aureus strain HICF0285,resistant,,,
1280.29887,Staphylococcus aureus strain HICF0284,resistant,resistant,susceptible,susceptible
1280.29888,Staphylococcus aureus strain HICF0282,resistant,susceptible,susceptible,susceptible
1280.29889,Staphylococcus aureus strain HICF0283,resistant,resistant,susceptible,susceptible
1280.29890,Staphylococcus aureus strain HICF0281,resistant,resistant,susceptible,susceptible
1280.29891,Staphylococcus aureus strain HICF0272,resistant,resistant,resistant,susceptible
1280.29892,Staphylococcus aureus strain HICF0274,resistant,,resistant,susceptible
1280.29893,Staphylococcus aureus strain HICF0291,resistant,resistant,resistant,resistant
1280.29894,Staphylococcus aureus strain HICF0297,resistant,resistant,resistant,resistant
1280.29895,Staphylococcus aureus strain HICF0298,resistant,resistant,susceptible,susceptible
1280.29896,Staphylococcus aureus strain HICF0295,resistant,resistant,resistant,susceptible
1280.29897,Staphylococcus aureus strain HICF0296,resistant,resistant,resistant,susceptible
1280.29898,Staphylococcus aureus strain HICF0294,resistant,resistant,susceptible,susceptible
1280.29899,Staphylococcus aureus strain HICF0292,resistant,susceptible,susceptible,susceptible
1280.29900,Staphylococcus aureus strain HICF0293,resistant,susceptible,susceptible,susceptible
1280.29901,Staphylococcus aureus strain HICF0290,resistant,resistant,resistant,resistant
1280.29902,Staphylococcus aureus strain HICF0289,resistant,susceptible,susceptible,susceptible
1280.29903,Staphylococcus aureus strain HICF0286,resistant,susceptible,resistant,resistant
1280.29904,Staphylococcus aureus strain HICF0309,resistant,resistant,resistant,resistant
1280.29905,Staphylococcus aureus strain HICF0308,resistant,,,
1280.29906,Staphylococcus aureus strain HICF0306,resistant,resistant,resistant,resistant
1280.29907,Staphylococcus aureus strain HICF0305,resistant,resistant,resistant,susceptible
1280.29908,Staphylococcus aureus strain HICF0307,resistant,resistant,resistant,susceptible
1280.29909,Staphylococcus aureus strain HICF0302,resistant,susceptible,susceptible,susceptible
1280.29910,Staphylococcus aureus strain HICF0304,resistant,susceptible,susceptible,susceptible
1280.29911,Staphylococcus aureus strain HICF0301,resistant,resistant,susceptible,susceptible
1280.29912,Staphylococcus aureus strain HICF0300,resistant,resistant,resistant,resistant
1280.29913,Staphylococcus aureus strain HICF0321,resistant,resistant,,
1280.29914,Staphylococcus aureus strain HICF0315,resistant,resistant,susceptible,susceptible
1280.29915,Staphylococcus aureus strain HICF0318,resistant,resistant,resistant,susceptible
1280.29916,Staphylococcus aureus strain HICF0320,resistant,,susceptible,susceptible
1280.29917,Staphylococcus aureus strain HICF0317,resistant,susceptible,susceptible,susceptible
1280.29918,Staphylococcus aureus strain HICF0316,resistant,resistant,susceptible,susceptible
1280.29919,Staphylococcus aureus strain HICF0314,resistant,resistant,resistant,susceptible
1280.29920,Staphylococcus aureus strain HICF0311,resistant,resistant,resistant,susceptible
1280.29921,Staphylococcus aureus strain HICF0313,resistant,resistant,resistant,susceptible
1280.29922,Staphylococcus aureus strain HICF0312,resistant,,,
1280.29923,Staphylococcus aureus strain HICF0310,resistant,resistant,resistant,susceptible
1280.29924,Staphylococcus aureus strain HICF0299,resistant,susceptible,susceptible,susceptible
1280.29925,Staphylococcus aureus strain HICF0303,resistant,resistant,resistant,susceptible
1280.29926,Staphylococcus aureus strain HICF0325,resistant,,susceptible,susceptible
1280.29927,Staphylococcus aureus strain HICF0329,resistant,,,
1280.29928,Staphylococcus aureus strain HICF0332,resistant,resistant,resistant,susceptible
1280.29929,Staphylococcus aureus strain HICF0328,resistant,susceptible,susceptible,susceptible
1280.29930,Staphylococcus aureus strain HICF0327,resistant,susceptible,susceptible,susceptible
1280.29931,Staphylococcus aureus strain HICF0330,resistant,susceptible,susceptible,susceptible
1280.29932,Staphylococcus aureus strain HICF0331,resistant,,,
1280.29933,Staphylococcus aureus strain HICF0333,resistant,,,
1280.29934,Staphylococcus aureus strain HICF0326,resistant,,resistant,susceptible
1280.29935,Staphylococcus aureus strain HICF0334,resistant,susceptible,resistant,susceptible
1280.29936,Staphylococcus aureus strain HICF0322,resistant,susceptible,susceptible,susceptible
1280.29937,Staphylococcus aureus strain HICF0354,resistant,susceptible,resistant,resistant
1280.29938,Staphylococcus aureus strain HICF0356,resistant,susceptible,resistant,susceptible
1280.29939,Staphylococcus aureus strain HICF0355,resistant,resistant,resistant,susceptible
1280.29940,Staphylococcus aureus strain HICF0353,resistant,resistant,susceptible,susceptible
1280.29941,Staphylococcus aureus strain HICF0351,resistant,,resistant,resistant
1280.29942,Staphylococcus aureus strain HICF0349,resistant,resistant,resistant,resistant
1280.29943,Staphylococcus aureus strain HICF0338,resistant,,,
1280.29944,Staphylococcus aureus strain HICF0352,resistant,resistant,resistant,susceptible
1280.29945,Staphylococcus aureus strain HICF0357,resistant,susceptible,susceptible,susceptible
1280.29946,Staphylococcus aureus strain HICF0337,resistant,resistant,susceptible,susceptible
1280.29947,Staphylococcus aureus strain HICF0336,resistant,resistant,resistant,susceptible
1280.29948,Staphylococcus aureus strain HICF0345,resistant,resistant,resistant,susceptible
1280.29949,Staphylococcus aureus strain HICF0340,resistant,susceptible,susceptible,susceptible
1280.29950,Staphylococcus aureus strain HICF0343,resistant,susceptible,resistant,susceptible
1280.29951,Staphylococcus aureus strain HICF0344,resistant,,,
1280.29952,Staphylococcus aureus strain HICF0341,resistant,resistant,resistant,susceptible
1280.29953,Staphylococcus aureus strain HICF0339,resistant,resistant,susceptible,susceptible
1280.29954,Staphylococcus aureus strain HICF0362,resistant,susceptible,susceptible,susceptible
1280.29955,Staphylococcus aureus strain HICF0363,resistant,,,
1280.29956,Staphylococcus aureus strain HICF0361,resistant,resistant,resistant,susceptible
1280.29957,Staphylococcus aureus strain HICF0364,resistant,susceptible,susceptible,susceptible
1280.29958,Staphylococcus aureus strain HICF0358,resistant,,resistant,susceptible
1280.29959,Staphylococcus aureus strain HICF0366,resistant,resistant,resistant,resistant
1280.29960,Staphylococcus aureus strain HICF0367,resistant,,,
1280.29961,Staphylococcus aureus strain HICF0368,resistant,susceptible,resistant,susceptible
1280.29962,Staphylococcus aureus strain HICF0365,resistant,resistant,resistant,susceptible
1280.29963,Staphylococcus aureus strain HICF0371,resistant,susceptible,susceptible,susceptible
1280.29964,Staphylococcus aureus strain HICF0373,resistant,resistant,resistant,resistant
1280.29965,Staphylococcus aureus strain HICF0369,resistant,,,
1280.29966,Staphylococcus aureus strain HICF0370,resistant,resistant,susceptible,susceptible
1280.29967,Staphylococcus aureus strain HICF0372,resistant,resistant,,
1280.29968,Staphylococcus aureus strain HICF0375,resistant,susceptible,resistant,resistant
1280.29969,Staphylococcus aureus strain HICF0347,resistant,susceptible,susceptible,susceptible
1280.29970,Staphylococcus aureus strain HICF0386,resistant,,,
1280.29971,Staphylococcus aureus strain HICF0387,resistant,resistant,resistant,susceptible
1280.29972,Staphylococcus aureus strain HICF0385,resistant,susceptible,susceptible,susceptible
1280.29973,Staphylococcus aureus strain HICF0383,resistant,susceptible,resistant,susceptible
1280.29974,Staphylococcus aureus strain HICF0389,resistant,resistant,susceptible,susceptible
1280.29975,Staphylococcus aureus strain HICF0379,resistant,,,
1280.29976,Staphylococcus aureus strain HICF0381,resistant,susceptible,susceptible,resistant
1280.29977,Staphylococcus aureus strain HICF0380,resistant,susceptible,resistant,susceptible
1280.29978,Staphylococcus aureus strain HICF0376,resistant,resistant,resistant,susceptible
1280.29979,Staphylococcus aureus strain HICF0378,resistant,resistant,resistant,susceptible
1280.29980,Staphylococcus aureus strain HICF0395,resistant,,,
1280.29981,Staphylococcus aureus strain HICF0396,resistant,susceptible,susceptible,susceptible
1280.29982,Staphylococcus aureus strain HICF0393,resistant,,,
1280.29983,Staphylococcus aureus strain HICF0403,resistant,susceptible,susceptible,resistant
1280.29984,Staphylococcus aureus strain HICF0406,resistant,resistant,resistant,susceptible
1280.29985,Staphylococcus aureus strain HICF0399,resistant,resistant,susceptible,susceptible
1280.29986,Staphylococcus aureus strain HICF0401,resistant,resistant,resistant,susceptible
1280.29987,Staphylococcus aureus strain HICF0391,resistant,susceptible,susceptible,susceptible
1280.29988,Staphylococcus aureus strain HICF0398,resistant,susceptible,susceptible,susceptible
1280.29989,Staphylococcus aureus strain HICF0397,resistant,resistant,resistant,susceptible
1280.29990,Staphylococcus aureus strain HICF0390,resistant,susceptible,susceptible,susceptible
1280.29991,Staphylococcus aureus strain HICF0382,resistant,resistant,susceptible,susceptible
1280.29992,Staphylococcus aureus strain HICF0411,resistant,susceptible,susceptible,susceptible
1280.29993,Staphylococcus aureus strain HICF0410,resistant,,,
1280.29994,Staphylococcus aureus strain HICF0413,resistant,resistant,resistant,susceptible
1280.29995,Staphylococcus aureus strain HICF0414,resistant,resistant,resistant,susceptible
1280.29996,Staphylococcus aureus strain HICF0408,resistant,resistant,susceptible,susceptible
1280.29997,Staphylococcus aureus strain HICF0418,resistant,resistant,resistant,resistant
1280.29998,Staphylococcus aureus strain HICF0415,resistant,susceptible,susceptible,susceptible
1280.29999,Staphylococcus aureus strain HICF0417,resistant,susceptible,resistant,susceptible
1280.30000,Staphylococcus aureus strain HICF0416,resistant,,,
1280.30001,Staphylococcus aureus strain HICF0419,resistant,,,
1280.30002,Staphylococcus aureus strain HICF0431,resistant,,,
1280.30003,Staphylococcus aureus strain HICF0433,resistant,resistant,resistant,susceptible
1280.30004,Staphylococcus aureus strain HICF0421,resistant,susceptible,susceptible,susceptible
1280.30005,Staphylococcus aureus strain HICF0423,resistant,susceptible,susceptible,resistant
1280.30006,Staphylococcus aureus strain HICF0424,resistant,susceptible,susceptible,susceptible
1280.30007,Staphylococcus aureus strain HICF0428,resistant,resistant,susceptible,susceptible
1280.30008,Staphylococcus aureus strain HICF0430,resistant,susceptible,susceptible,susceptible
1280.30009,Staphylococcus aureus strain HICF0427,resistant,resistant,susceptible,susceptible
1280.30010,Staphylococcus aureus strain HICF0429,resistant,resistant,susceptible,resistant
1280.30011,Staphylococcus aureus strain HICF0426,resistant,resistant,resistant,susceptible
1280.30012,Staphylococcus aureus strain HICF0420,resistant,,,
1280.30013,Staphylococcus aureus strain HICF0409,resistant,susceptible,susceptible,susceptible
1280.30014,Staphylococcus aureus strain HICF0444,resistant,,resistant,resistant
1280.30015,Staphylococcus aureus strain HICF0446,resistant,resistant,susceptible,susceptible
1280.30016,Staphylococcus aureus strain HICF0443,resistant,resistant,resistant,resistant
1280.30017,Staphylococcus aureus strain HICF0448,resistant,susceptible,susceptible,susceptible
1280.30018,Staphylococcus aureus strain HICF0441,resistant,resistant,resistant,susceptible
1280.30019,Staphylococcus aureus strain HICF0436,resistant,resistant,susceptible,susceptible
1280.30020,Staphylococcus aureus strain HICF0439,resistant,susceptible,susceptible,susceptible
1280.30021,Staphylococcus aureus strain HICF0442,resistant,resistant,resistant,susceptible
1280.30022,Staphylococcus aureus strain HICF0440,resistant,resistant,susceptible,susceptible
1280.30023,Staphylococcus aureus strain HICF0435,resistant,resistant,resistant,susceptible
1280.30024,Staphylococcus aureus strain HICF0434,resistant,susceptible,susceptible,susceptible
1280.30025,Staphylococcus aureus strain HICF0451,resistant,resistant,resistant,susceptible
1280.30026,Staphylococcus aureus strain HICF0450,resistant,susceptible,susceptible,resistant
1280.30027,Staphylococcus aureus strain HICF0459,resistant,resistant,resistant,susceptible
1280.30028,Staphylococcus aureus strain HICF0460,resistant,,susceptible,susceptible
1280.30029,Staphylococcus aureus strain HICF0449,resistant,susceptible,susceptible,susceptible
1280.30030,Staphylococcus aureus strain HICF0461,resistant,susceptible,susceptible,susceptible
1280.30031,Staphylococcus aureus strain HICF0457,resistant,susceptible,susceptible,susceptible
1280.30032,Staphylococcus aureus strain HICF0455,resistant,resistant,susceptible,susceptible
1280.30033,Staphylococcus aureus strain HICF0456,resistant,susceptible,susceptible,susceptible
1280.30034,Staphylococcus aureus strain HICF0452,resistant,,,
1280.30035,Staphylococcus aureus strain HICF0458,resistant,resistant,resistant,susceptible
1280.30036,Staphylococcus aureus strain HICF0476,resistant,resistant,susceptible,susceptible
1280.30037,Staphylococcus aureus strain HICF0473,resistant,resistant,resistant,susceptible
1280.30038,Staphylococcus aureus strain HICF0472,resistant,,susceptible,
1280.30039,Staphylococcus aureus strain HICF0467,resistant,resistant,resistant,susceptible
1280.30040,Staphylococcus aureus strain HICF0465,resistant,susceptible,resistant,resistant
1280.30041,Staphylococcus aureus strain HICF0471,resistant,resistant,susceptible,resistant
1280.30042,Staphylococcus aureus strain HICF0470,resistant,resistant,resistant,susceptible
1280.30043,Staphylococcus aureus strain HICF0468,resistant,resistant,susceptible,resistant
1280.30044,Staphylococcus aureus strain HICF0464,resistant,resistant,resistant,susceptible
1280.30045,Staphylococcus aureus strain HICF0462,resistant,resistant,resistant,susceptible
1280.30046,Staphylococcus aureus strain HICF0463,resistant,susceptible,resistant,susceptible
1280.30047,Staphylococcus aureus strain HICF0486,resistant,resistant,susceptible,susceptible
1280.30048,Staphylococcus aureus strain HICF0490,resistant,resistant,resistant,susceptible
1280.30049,Staphylococcus aureus strain HICF0491,resistant,,,
1280.30050,Staphylococcus aureus strain HICF0483,resistant,susceptible,susceptible,susceptible
1280.30051,Staphylococcus aureus strain HICF0481,resistant,resistant,susceptible,susceptible
1280.30052,Staphylococcus aureus strain HICF0479,resistant,susceptible,susceptible,susceptible
1280.30053,Staphylococcus aureus strain HICF0478,resistant,resistant,resistant,susceptible
1280.30054,Staphylococcus aureus strain HICF0480,resistant,resistant,susceptible,susceptible
1280.30055,Staphylococcus aureus strain HICF0477,resistant,susceptible,susceptible,susceptible
1280.30056,Staphylococcus aureus strain HICF0482,resistant,,,
1280.30057,Staphylococcus aureus strain HICF0485,resistant,resistant,susceptible,susceptible
1280.30058,Staphylococcus aureus strain HICF0503,resistant,resistant,susceptible,susceptible
1280.30059,Staphylococcus aureus strain HICF0504,resistant,resistant,susceptible,susceptible
1280.30060,Staphylococcus aureus strain HICF0498,resistant,resistant,resistant,susceptible
1280.30061,Staphylococcus aureus strain HICF0499,resistant,susceptible,susceptible,resistant
1280.30062,Staphylococcus aureus strain HICF0497,resistant,susceptible,susceptible,susceptible
1280.30063,Staphylococcus aureus strain HICF0500,resistant,,,
1280.30064,Staphylococcus aureus strain HICF0502,resistant,susceptible,resistant,resistant
1280.30065,Staphylococcus aureus strain HICF0493,resistant,resistant,susceptible,susceptible
1280.30066,Staphylococcus aureus strain HICF0495,resistant,susceptible,susceptible,susceptible
1280.30067,Staphylococcus aureus strain HICF0496,resistant,susceptible,resistant,susceptible
1280.30068,Staphylococcus aureus strain HICF0492,resistant,resistant,susceptible,susceptible
1280.30069,Staphylococcus aureus strain HICF0512,resistant,resistant,resistant,susceptible
1280.30070,Staphylococcus aureus strain HICF0511,resistant,resistant,susceptible,susceptible
1280.30071,Staphylococcus aureus strain HICF0509,resistant,susceptible,susceptible,susceptible
1280.30072,Staphylococcus aureus strain HICF0513,resistant,resistant,resistant,susceptible
1280.30074,Staphylococcus aureus strain HICF0514,resistant,resistant,resistant,susceptible
1280.30075,Staphylococcus aureus strain HICF0516,resistant,susceptible,susceptible,resistant
1280.30076,Staphylococcus aureus strain HICF0515,resistant,susceptible,susceptible,susceptible
1280.30077,Staphylococcus aureus strain HICF0517,resistant,,,
1280.30078,Staphylococcus aureus strain HICF0507,resistant,susceptible,resistant,resistant
1280.30079,Staphylococcus aureus strain HICF0506,resistant,resistant,susceptible,resistant
1280.30081,Staphylococcus aureus strain HICF0525,resistant,resistant,resistant,susceptible
1280.30082,Staphylococcus aureus strain HICF0524,resistant,susceptible,susceptible,susceptible
1280.30083,Staphylococcus aureus strain HICF0526,resistant,resistant,resistant,susceptible
1280.30084,Staphylococcus aureus strain HICF0527,resistant,resistant,resistant,susceptible
1280.30085,Staphylococcus aureus strain HICF0522,resistant,resistant,resistant,susceptible
1280.30086,Staphylococcus aureus strain HICF0523,resistant,resistant,susceptible,susceptible
1280.30087,Staphylococcus aureus strain HICF0519,resistant,resistant,susceptible,susceptible
1280.30088,Staphylococcus aureus strain HICF0518,resistant,resistant,resistant,susceptible
1280.30089,Staphylococcus aureus strain HICF0520,resistant,susceptible,susceptible,susceptible
1280.30090,Staphylococcus aureus strain HICF0521,resistant,resistant,susceptible,susceptible
1280.30091,Staphylococcus aureus strain HICF0530,resistant,susceptible,susceptible,susceptible
1280.30092,Staphylococcus aureus strain HICF0531,resistant,,susceptible,susceptible
1280.30093,Staphylococcus aureus strain HICF0529,resistant,,,
1280.30094,Staphylococcus aureus strain HICF0539,resistant,resistant,resistant,susceptible
1280.30095,Staphylococcus aureus strain HICF0535,resistant,susceptible,susceptible,susceptible
1280.30096,Staphylococcus aureus strain HICF0538,resistant,resistant,resistant,susceptible
1280.30097,Staphylococcus aureus strain HICF0537,resistant,resistant,resistant,susceptible
1280.30098,Staphylococcus aureus strain HICF0536,resistant,susceptible,susceptible,susceptible
1280.30099,Staphylococcus aureus strain HICF0532,resistant,resistant,susceptible,susceptible
1280.30100,Staphylococcus aureus strain HICF0533,resistant,susceptible,susceptible,susceptible
1280.30101,Staphylococcus aureus strain HICF0534,resistant,susceptible,susceptible,resistant
1280.30102,Staphylococcus aureus strain HICF0540,resistant,susceptible,susceptible,susceptible
1280.30103,Staphylococcus aureus strain HICF0549,resistant,susceptible,susceptible,resistant
1280.30104,Staphylococcus aureus strain HICF0552,resistant,resistant,resistant,susceptible
1280.30105,Staphylococcus aureus strain HICF0553,resistant,resistant,resistant,susceptible
1280.30106,Staphylococcus aureus strain HICF0551,resistant,resistant,resistant,susceptible
1280.30107,Staphylococcus aureus strain HICF0541,resistant,susceptible,susceptible,susceptible
1280.30108,Staphylococcus aureus strain HICF0542,resistant,resistant,resistant,susceptible
1280.30109,Staphylococcus aureus strain HICF0548,resistant,resistant,susceptible,susceptible
1280.30110,Staphylococcus aureus strain HICF0545,resistant,resistant,susceptible,susceptible
1280.30111,Staphylococcus aureus strain HICF0547,resistant,resistant,susceptible,susceptible
1280.30112,Staphylococcus aureus strain HICF0544,resistant,susceptible,susceptible,susceptible
1280.30113,Staphylococcus aureus strain HICF0560,resistant,resistant,resistant,susceptible
1280.30114,Staphylococcus aureus strain HICF0567,resistant,susceptible,susceptible,susceptible
1280.30115,Staphylococcus aureus strain HICF0564,resistant,susceptible,susceptible,susceptible
1280.30116,Staphylococcus aureus strain HICF0558,resistant,resistant,resistant,susceptible
1280.30117,Staphylococcus aureus strain HICF0559,resistant,resistant,resistant,susceptible
1280.30118,Staphylococcus aureus strain HICF0561,resistant,susceptible,resistant,resistant
1280.30119,Staphylococcus aureus strain HICF0557,resistant,resistant,susceptible,susceptible
1280.30120,Staphylococcus aureus strain HICF0555,resistant,susceptible,resistant,susceptible
1280.30121,Staphylococcus aureus strain HICF0556,resistant,resistant,susceptible,susceptible
1280.30122,Staphylococcus aureus strain HICF0554,resistant,,resistant,susceptible
1280.30123,Staphylococcus aureus strain HICF0573,resistant,,,
1280.30124,Staphylococcus aureus strain HICF0572,resistant,susceptible,susceptible,susceptible
1280.30125,Staphylococcus aureus strain HICF0570,resistant,,resistant,susceptible
1280.30126,Staphylococcus aureus strain HICF0574,resistant,resistant,susceptible,susceptible
1280.30127,Staphylococcus aureus strain HICF0568,resistant,resistant,resistant,susceptible
1280.30128,Staphylococcus aureus strain HICF0569,resistant,resistant,resistant,susceptible
