genome_id,antibiotic,label
1280.30022,cefoxitin,R
1280.30022,ciprofloxacin,R
1280.30022,erythromycin,S
1280.30022,tetracycline,S
1280.30023,cefoxitin,R
1280.30023,ciprofloxacin,R
1280.30023,erythromycin,R
1280.30023,tetracycline,S
1280.30024,cefoxitin,R
1280.30024,ciprofloxacin,S
1280.30024,erythromycin,S
1280.30024,tetracycline,S
1280.30025,cefoxitin,R
1280.30025,ciprofloxacin,R
1280.30025,erythromycin,R
1280.30025,tetracycline,S
1280.30026,cefoxitin,R
1280.30026,ciprofloxacin,S
1280.30026,erythromycin,S
1280.30026,tetracycline,R
1280.30027,cefoxitin,R
1280.30027,ciprofloxacin,R
1280.30027,erythromycin,R
1280.30027,tetracycline,S
1280.30028,cefoxitin,R
1280.30028,erythromycin,S
1280.30028,tetracycline,S
1280.30029,cefoxitin,R
1280.30029,ciprofloxacin,S
1280.30029,erythromycin,S
1280.30029,tetracycline,S
1280.30030,cefoxitin,R
1280.30030,ciprofloxacin,S
1280.30030,erythromycin,S
1280.30030,tetracycline,S
1280.30031,cefoxitin,R
1280.30031,ciprofloxacin,S
1280.30031,erythromycin,S
1280.30031,tetracycline,S
1280.30032,cefoxitin,R
1280.30032,ciprofloxacin,R
1280.30032,erythromycin,S
1280.30032,tetracycline,S
1280.30033,cefoxitin,R
1280.30033,ciprofloxacin,S
1280.30033,erythromycin,S
1280.30033,tetracycline,S
1280.30034,cefoxitin,R
1280.30035,cefoxitin,R
1280.30035,ciprofloxacin,R
1280.30035,erythromycin,R
1280.30035,tetracycline,S
1280.30036,cefoxitin,R
1280.30036,ciprofloxacin,R
1280.30036,erythromycin,S
1280.30036,tetracycline,S
1280.30037,cefoxitin,R
1280.30037,ciprofloxacin,R
1280.30037,erythromycin,R
1280.30037,tetracycline,S
1280.30038,cefoxitin,R
1280.30038,erythromycin,S
1280.30039,cefoxitin,R
1280.30039,ciprofloxacin,R
1280.30039,erythromycin,R
1280.30039,tetracycline,S
1280.30040,cefoxitin,R
1280.30040,ciprofloxacin,S
1280.30040,erythromycin,R
1280.30040,tetracycline,R
1280.30041,cefoxitin,R
1280.30041,ciprofloxacin,R
1280.30041,erythromycin,S
1280.30041,tetracycline,R
1280.30042,cefoxitin,R
1280.30042,ciprofloxacin,R
1280.30042,erythromycin,R
1280.30042,tetracycline,S
1280.30043,cefoxitin,R
1280.30043,ciprofloxacin,R
1280.30043,erythromycin,S
1280.30043,tetracycline,R
1280.30044,cefoxitin,R
1280.30044,ciprofloxacin,R
1280.30044,erythromycin,R
1280.30044,tetracycline,S
1280.30045,cefoxitin,R
1280.30045,ciprofloxacin,R
1280.30045,erythromycin,R
1280.30045,tetracycline,S
1280.30046,cefoxitin,R
1280.30046,ciprofloxacin,S
1280.30046,erythromycin,R
1280.30046,tetracycline,S
1280.30047,cefoxitin,R
1280.30047,ciprofloxacin,R
1280.30047,erythromycin,S
1280.30047,tetracycline,S
1280.30048,cefoxitin,R
1280.30048,ciprofloxacin,R
1280.30048,erythromycin,R
1280.30048,tetracycline,S
1280.30049,cefoxitin,R
1280.30050,cefoxitin,R
1280.30050,ciprofloxacin,S
1280.30050,erythromycin,S
1280.30050,tetracycline,S
1280.30051,cefoxitin,R
1280.30051,ciprofloxacin,R
1280.30051,erythromycin,S
1280.30051,tetracycline,S
1280.30052,cefoxitin,R
1280.30052,ciprofloxacin,S
1280.30052,erythromycin,S
1280.30052,tetracycline,S
1280.30053,cefoxitin,R
1280.30053,ciprofloxacin,R
1280.30053,erythromycin,R
1280.30053,tetracycline,S
1280.30054,cefoxitin,R
1280.30054,ciprofloxacin,R
1280.30054,erythromycin,S
1280.30054,tetracycline,S
1280.30055,cefoxitin,R
1280.30055,ciprofloxacin,S
1280.30055,erythromycin,S
1280.30055,tetracycline,S
1280.30056,cefoxitin,R
1280.30057,cefoxitin,R
1280.30057,ciprofloxacin,R
1280.30057,erythromycin,S
1280.30057,tetracycline,S
1280.30058,cefoxitin,R
1280.30058,ciprofloxacin,R
1280.30058,erythromycin,S
1280.30058,tetracycline,S
1280.30059,cefoxitin,R
1280.30059,ciprofloxacin,R
1280.30059,erythromycin,S
1280.30059,tetracycline,S
1280.30060,cefoxitin,R
1280.30060,ciprofloxacin,R
1280.30060,erythromycin,R
1280.30060,tetracycline,S
1280.30061,cefoxitin,R
1280.30061,ciprofloxacin,S
1280.30061,erythromycin,S
1280.30061,tetracycline,R
1280.30062,cefoxitin,R
1280.30062,ciprofloxacin,S
1280.30062,erythromycin,S
1280.30062,tetracycline,S
1280.30063,cefoxitin,R
1280.30064,cefoxitin,R
1280.30064,ciprofloxacin,S
1280.30064,erythromycin,R
1280.30064,tetracycline,R
1280.30065,cefoxitin,R
1280.30065,ciprofloxacin,R
1280.30065,erythromycin,S
1280.30065,tetracycline,S
1280.30066,cefoxitin,R
1280.30066,ciprofloxacin,S
1280.30066,erythromycin,S
1280.30066,tetracycline,S
1280.30067,cefoxitin,R
1280.30067,ciprofloxacin,S
1280.30067,erythromycin,R
1280.30067,tetracycline,S
1280.30068,cefoxitin,R
1280.30068,ciprofloxacin,R
1280.30068,erythromycin,S
1280.30068,tetracycline,S
1280.30069,cefoxitin,R
1280.30069,ciprofloxacin,R
1280.30069,erythromycin,R
1280.30069,tetracycline,S
1280.30070,cefoxitin,R
1280.30070,ciprofloxacin,R
1280.30070,erythromycin,S
1280.30070,tetracycline,S
1280.30071,cefoxitin,R
1280.30071,ciprofloxacin,S
1280.30071,erythromycin,S
1280.30071,tetracycline,S
1280.30072,cefoxitin,R
1280.30072,ciprofloxacin,R
1280.30072,erythromycin,R
1280.30072,tetracycline,S
1280.30074,cefoxitin,R
1280.30074,ciprofloxacin,R
1280.30074,erythromycin,R
1280.30074,tetracycline,S
1280.30075,cefoxitin,R
1280.30075,ciprofloxacin,S
1280.30075,erythromycin,S
1280.30075,tetracycline,R
1280.30076,cefoxitin,R
1280.30076,ciprofloxacin,S
1280.30076,erythromycin,S
1280.30076,tetracycline,S
1280.30077,cefoxitin,R
1280.30078,cefoxitin,R
1280.30078,ciprofloxacin,S
1280.30078,erythromycin,R
1280.30078,tetracycline,R
1280.30079,cefoxitin,R
1280.30079,ciprofloxacin,R
1280.30079,erythromycin,S
1280.30079,tetracycline,R
1280.30081,cefoxitin,R
1280.30081,ciprofloxacin,R
1280.30081,erythromycin,R
1280.30081,tetracycline,S
1280.30082,cefoxitin,R
1280.30082,ciprofloxacin,S
1280.30082,erythromycin,S
1280.30082,tetracycline,S
1280.30083,cefoxitin,R
1280.30083,ciprofloxacin,R
1280.30083,erythromycin,R
1280.30083,tetracycline,S
1280.30084,cefoxitin,R
1280.30084,ciprofloxacin,R
1280.30084,erythromycin,R
1280.30084,tetracycline,S
1280.30085,cefoxitin,R
1280.30085,ciprofloxacin,R
1280.30085,erythromycin,R
1280.30085,tetracycline,S
1280.30086,cefoxitin,R
1280.30086,ciprofloxacin,R
1280.30086,erythromycin,S
1280.30086,tetracycline,S
1280.30087,cefoxitin,R
1280.30087,ciprofloxacin,R
1280.30087,erythromycin,S
1280.30087,tetracycline,S
1280.30088,cefoxitin,R
1280.30088,ciprofloxacin,R
1280.30088,erythromycin,R
1280.30088,tetracycline,S
1280.30089,cefoxitin,R
1280.30089,ciprofloxacin,S
1280.30089,erythromycin,S
1280.30089,tetracycline,S
1280.30090,cefoxitin,R
1280.30090,ciprofloxacin,R
1280.30090,erythromycin,S
1280.30090,tetracycline,S
1280.30091,cefoxitin,R
1280.30091,ciprofloxacin,S
1280.30091,erythromycin,S
1280.30091,tetracycline,S
1280.30092,cefoxitin,R
1280.30092,erythromycin,S
1280.30092,tetracycline,S
1280.30093,cefoxitin,R
1280.30094,cefoxitin,R
1280.30094,ciprofloxacin,R
1280.30094,erythromycin,R
1280.30094,tetracycline,S
1280.30095,cefoxitin,R
1280.30095,ciprofloxacin,S
1280.30095,erythromycin,S
1280.30095,tetracycline,S
1280.30096,cefoxitin,R
1280.30096,ciprofloxacin,R
1280.30096,erythromycin,R
1280.30096,tetracycline,S
1280.30097,cefoxitin,R
1280.30097,ciprofloxacin,R
1280.30097,erythromycin,R
1280.30097,tetracycline,S
1280.30098,cefoxitin,R
1280.30098,ciprofloxacin,S
1280.30098,erythromycin,S
1280.30098,tetracycline,S
1280.30099,cefoxitin,R
1280.30099,ciprofloxacin,R
1280.30099,erythromycin,S
1280.30099,tetracycline,S
1280.30100,cefoxitin,R
1280.30100,ciprofloxacin,S
1280.30100,erythromycin,S
1280.30100,tetracycline,S
1280.30101,cefoxitin,R
1280.30101,ciprofloxacin,S
1280.30101,erythromycin,S
1280.30101,tetracycline,R
1280.30102,cefoxitin,R
1280.30102,ciprofloxacin,S
1280.30102,erythromycin,S
1280.30102,tetracycline,S
1280.30103,cefoxitin,R
1280.30103,ciprofloxacin,S
1280.30103,erythromycin,S
1280.30103,tetracycline,R
1280.30104,cefoxitin,R
1280.30104,ciprofloxacin,R
1280.30104,erythromycin,R
1280.30104,tetracycline,S
1280.30105,cefoxitin,R
1280.30105,ciprofloxacin,R
1280.30105,erythromycin,R
1280.30105,tetracycline,S
1280.30106,cefoxitin,R
1280.30106,ciprofloxacin,R
1280.30106,erythromycin,R
1280.30106,tetracycline,S
1280.30107,cefoxitin,R
1280.30107,ciprofloxacin,S
1280.30107,erythromycin,S
1280.30107,tetracycline,S
1280.30108,cefoxitin,R
1280.30108,ciprofloxacin,R
1280.30108,erythromycin,R
1280.30108,tetracycline,S
1280.30109,cefoxitin,R
1280.30109,ciprofloxacin,R
1280.30109,erythromycin,S
1280.30109,tetracycline,S
1280.30110,cefoxitin,R
1280.30110,ciprofloxacin,R
1280.30110,erythromycin,S
1280.30110,tetracycline,S
1280.30111,cefoxitin,R
1280.30111,ciprofloxacin,R
1280.30111,erythromycin,S
1280.30111,tetracycline,S
1280.30112,cefoxitin,R
1280.30112,ciprofloxacin,S
1280.30112,erythromycin,S
1280.30112,tetracycline,S
1280.30113,cefoxitin,R
1280.30113,ciprofloxacin,R
1280.30113,erythromycin,R
1280.30113,tetracycline,S
1280.30114,cefoxitin,R
1280.30114,ciprofloxacin,S
1280.30114,erythromycin,S
1280.30114,tetracycline,S
1280.30115,cefoxitin,R
1280.30115,ciprofloxacin,S
1280.30115,erythromycin,S
1280.30115,tetracycline,S
1280.30116,cefoxitin,R
1280.30116,ciprofloxacin,R
1280.30116,erythromycin,R
1280.30116,tetracycline,S
1280.30117,cefoxitin,R
1280.30117,ciprofloxacin,R
1280.30117,erythromycin,R
1280.30117,tetracycline,S
1280.30118,cefoxitin,R
1280.30118,ciprofloxacin,S
1280.30118,erythromycin,R
1280.30118,tetracycline,R
1280.30119,cefoxitin,R
1280.30119,ciprofloxacin,R
1280.30119,erythromycin,S
1280.30119,tetracycline,S
1280.30120,cefoxitin,R
1280.30120,ciprofloxacin,S
1280.30120,erythromycin,R
1280.30120,tetracycline,S
1280.30121,cefoxitin,R
1280.30121,ciprofloxacin,R
1280.30121,erythromycin,S
1280.30121,tetracycline,S
1280.30122,cefoxitin,R
1280.30122,erythromycin,R
1280.30122,tetracycline,S
1280.30123,cefoxitin,R
1280.30124,cefoxitin,R
1280.30124,ciprofloxacin,S
1280.30124,erythromycin,S
1280.30124,tetracycline,S
1280.30125,cefoxitin,R
1280.30125,erythromycin,R
1280.30125,tetracycline,S
1280.30126,cefoxitin,R
1280.30126,ciprofloxacin,R
1280.30126,erythromycin,S
1280.30126,tetracycline,S
1280.30127,cefoxitin,R
1280.30127,ciprofloxacin,R
1280.30127,erythromycin,R
1280.30127,tetracycline,S
1280.30128,cefoxitin,R
1280.30128,ciprofloxacin,R
1280.30128,erythromycin,R
1280.30128,tetracycline,S
1280.30129,cefoxitin,R
1280.30129,ciprofloxacin,R
1280.30129,erythromycin,R
1280.30129,tetracycline,S
1280.30130,cefoxitin,R
1280.30130,ciprofloxacin,S
1280.30130,erythromycin,S
1280.30130,tetracycline,S
1280.30131,cefoxitin,R
1280.30131,ciprofloxacin,R
1280.30131,erythromycin,R
1280.30131,tetracycline,S
1280.30132,cefoxitin,R
1280.30132,ciprofloxacin,S
1280.30132,erythromycin,S
1280.30132,tetracycline,S
1280.30133,cefoxitin,R
1280.30133,ciprofloxacin,R
1280.30133,erythromycin,S
1280.30133,tetracycline,S
1280.30134,cefoxitin,R
1280.30134,ciprofloxacin,S
1280.30134,erythromycin,S
1280.30134,tetracycline,S
1280.30135,cefoxitin,R
1280.30135,ciprofloxacin,S
1280.30135,erythromycin,R
1280.30135,tetracycline,R
1280.30136,cefoxitin,R
1280.30136,ciprofloxacin,R
1280.30136,erythromycin,R
1280.30136,tetracycline,S
1280.30137,cefoxitin,R
1280.30137,ciprofloxacin,S
1280.30137,erythromycin,S
1280.30137,tetracycline,S
1280.30138,cefoxitin,R
1280.30138,ciprofloxacin,R
1280.30138,erythromycin,R
1280.30138,tetracycline,S
1280.30139,cefoxitin,R
1280.30139,ciprofloxacin,S
1280.30139,erythromycin,S
1280.30139,tetracycline,S
1280.30140,cefoxitin,R
1280.30140,erythromycin,R
1280.30140,tetracycline,S
1280.30141,cefoxitin,R
1280.30141,ciprofloxacin,S
1280.30141,erythromycin,S
1280.30141,tetracycline,S
1280.30142,cefoxitin,R
1280.30142,ciprofloxacin,R
1280.30142,erythromycin,R
1280.30142,tetracycline,S
1280.30143,cefoxitin,R
1280.30143,ciprofloxacin,S
1280.30143,erythromycin,S
1280.30143,tetracycline,S
1280.30144,cefoxitin,R
1280.30144,ciprofloxacin,S
1280.30144,erythromycin,S
1280.30144,tetracycline,S
1280.30145,cefoxitin,R
1280.30145,ciprofloxacin,S
1280.30145,erythromycin,S
1280.30145,tetracycline,S
1280.30146,cefoxitin,R
1280.30146,ciprofloxacin,R
1280.30146,erythromycin,S
1280.30146,tetracycline,S
1280.30147,cefoxitin,R
1280.30147,ciprofloxacin,S
1280.30147,erythromycin,S
1280.30147,tetracycline,S
1280.30148,cefoxitin,R
1280.30148,erythromycin,S
1280.30148,tetracycline,R
1280.30149,cefoxitin,R
1280.30149,ciprofloxacin,R
1280.30149,erythromycin,R
1280.30149,tetracycline,R
1280.30150,cefoxitin,R
1280.30150,ciprofloxacin,R
1280.30150,erythromycin,R
1280.30150,tetracycline,S
1280.30151,cefoxitin,R
1280.30151,ciprofloxacin,S
1280.30151,erythromycin,S
1280.30151,tetracycline,S
1280.30152,cefoxitin,R
1280.30152,ciprofloxacin,S
1280.30152,erythromycin,R
1280.30152,tetracycline,S
1280.30153,cefoxitin,R
1280.30153,ciprofloxacin,S
1280.30153,erythromycin,S
1280.30153,tetracycline,R
1280.30154,cefoxitin,R
1280.30154,ciprofloxacin,R
1280.30154,erythromycin,S
1280.30154,tetracycline,S
1280.30155,cefoxitin,R
1280.30156,cefoxitin,R
1280.30156,ciprofloxacin,R
1280.30156,erythromycin,S
1280.30156,tetracycline,S
1280.30157,cefoxitin,R
1280.30157,ciprofloxacin,R
1280.30157,erythromycin,S
1280.30157,tetracycline,S
1280.30158,cefoxitin,R
1280.30158,ciprofloxacin,S
1280.30158,erythromycin,S
1280.30158,tetracycline,S
1280.30159,cefoxitin,R
1280.30159,ciprofloxacin,R
1280.30159,erythromycin,R
1280.30159,tetracycline,S
1280.30160,cefoxitin,R
1280.30160,ciprofloxacin,S
1280.30160,erythromycin,S
1280.30160,tetracycline,S
1280.30161,cefoxitin,R
1280.30161,ciprofloxacin,R
1280.30161,erythromycin,S
1280.30161,tetracycline,S
1280.30162,cefoxitin,R
1280.30162,ciprofloxacin,S
1280.30162,erythromycin,R
1280.30162,tetracycline,R
1280.30163,cefoxitin,R
1280.30163,ciprofloxacin,S
1280.30163,erythromycin,S
1280.30163,tetracycline,S
1280.30164,cefoxitin,R
1280.30164,ciprofloxacin,R
1280.30164,erythromycin,R
1280.30164,tetracycline,S
1280.30165,cefoxitin,R
1280.30165,ciprofloxacin,S
1280.30165,erythromycin,R
1280.30165,tetracycline,R
1280.30166,cefoxitin,R
1280.30166,ciprofloxacin,S
1280.30166,erythromycin,S
1280.30166,tetracycline,S
1280.30167,cefoxitin,R
1280.30167,ciprofloxacin,R
1280.30167,erythromycin,R
1280.30167,tetracycline,S
1280.30168,cefoxitin,R
1280.30168,erythromycin,R
1280.30168,tetracycline,S
1280.30169,cefoxitin,R
1280.30169,ciprofloxacin,R
1280.30169,erythromycin,R
1280.30169,tetracycline,S
1280.30170,cefoxitin,R
1280.30170,ciprofloxacin,S
1280.30170,erythromycin,S
1280.30170,tetracycline,S
1280.30171,cefoxitin,R
1280.30171,ciprofloxacin,R
1280.30171,erythromycin,R
1280.30171,tetracycline,S
1280.30172,cefoxitin,R
1280.30172,ciprofloxacin,R
1280.30172,erythromycin,R
1280.30172,tetracycline,S
1280.30173,cefoxitin,R
1280.30173,ciprofloxacin,S
1280.30173,erythromycin,S
1280.30173,tetracycline,S
1280.30174,cefoxitin,R
1280.30174,ciprofloxacin,R
1280.30174,erythromycin,R
1280.30174,tetracycline,R
1280.30175,cefoxitin,R
1280.30175,ciprofloxacin,S
1280.30175,erythromycin,S
1280.30175,tetracycline,S
1280.30176,cefoxitin,R
1280.30176,ciprofloxacin,S
1280.30176,erythromycin,S
1280.30176,tetracycline,S
1280.30177,cefoxitin,R
1280.30178,cefoxitin,R
1280.30178,ciprofloxacin,R
1280.30178,erythromycin,S
1280.30178,tetracycline,S
1280.30179,cefoxitin,R
1280.30179,ciprofloxacin,S
1280.30179,erythromycin,S
1280.30179,tetracycline,S
1280.30180,cefoxitin,R
1280.30180,ciprofloxacin,R
1280.30180,erythromycin,R
1280.30180,tetracycline,S
1280.30181,cefoxitin,R
1280.30181,ciprofloxacin,S
1280.30181,erythromycin,S
1280.30181,tetracycline,S
1280.30182,cefoxitin,R
1280.30182,ciprofloxacin,R
1280.30182,erythromycin,R
1280.30182,tetracycline,S
1280.30183,cefoxitin,R
1280.30183,ciprofloxacin,S
1280.30183,erythromycin,S
1280.30183,tetracycline,S
1280.30184,cefoxitin,R
1280.30184,ciprofloxacin,S
1280.30184,erythromycin,S
1280.30184,tetracycline,S
1280.30185,cefoxitin,R
1280.30185,ciprofloxacin,S
1280.30186,cefoxitin,R
1280.30186,ciprofloxacin,R
1280.30186,erythromycin,S
1280.30186,tetracycline,S
1280.30187,cefoxitin,R
1280.30187,ciprofloxacin,R
1280.30187,erythromycin,S
1280.30187,tetracycline,S
1280.30188,cefoxitin,R
1280.30188,ciprofloxacin,S
1280.30188,erythromycin,S
1280.30188,tetracycline,S
1280.30189,cefoxitin,R
1280.30189,ciprofloxacin,R
1280.30189,erythromycin,S
1280.30189,tetracycline,S
1280.30190,cefoxitin,R
1280.30190,ciprofloxacin,R
1280.30190,erythromycin,R
1280.30190,tetracycline,S
1280.30191,cefoxitin,R
1280.30191,ciprofloxacin,R
1280.30191,erythromycin,R
1280.30191,tetracycline,S
1280.30192,cefoxitin,R
1280.30192,ciprofloxacin,S
1280.30192,erythromycin,S
1280.30192,tetracycline,S
1280.30193,cefoxitin,R
1280.30193,ciprofloxacin,R
1280.30193,erythromycin,S
1280.30193,tetracycline,S
1280.30194,cefoxitin,R
1280.30194,ciprofloxacin,S
1280.30194,erythromycin,S
1280.30194,tetracycline,S
1280.30195,cefoxitin,R
1280.30195,ciprofloxacin,S
1280.30195,erythromycin,S
1280.30195,tetracycline,R
1280.30196,cefoxitin,R
1280.30197,cefoxitin,R
1280.30197,ciprofloxacin,R
1280.30197,erythromycin,S
1280.30197,tetracycline,S
1280.30198,cefoxitin,R
1280.30198,ciprofloxacin,R
1280.30198,erythromycin,S
1280.30198,tetracycline,S
1280.30199,cefoxitin,R
1280.30199,ciprofloxacin,S
1280.30199,erythromycin,S
1280.30199,tetracycline,S
1280.30200,cefoxitin,R
1280.30200,ciprofloxacin,S
1280.30200,erythromycin,S
1280.30200,tetracycline,S
1280.30201,cefoxitin,R
1280.30202,cefoxitin,R
1280.30202,ciprofloxacin,R
1280.30202,erythromycin,R
1280.30202,tetracycline,S
1280.30203,cefoxitin,R
1280.30203,ciprofloxacin,R
1280.30203,erythromycin,R
1280.30203,tetracycline,S
1280.30204,cefoxitin,R
1280.30204,ciprofloxacin,S
1280.30204,erythromycin,R
1280.30204,tetracycline,S
1280.30205,cefoxitin,R
1280.30205,ciprofloxacin,R
1280.30205,erythromycin,S
1280.30205,tetracycline,S
1280.30206,cefoxitin,R
1280.30206,ciprofloxacin,R
1280.30206,erythromycin,R
1280.30206,tetracycline,S
1280.30207,cefoxitin,R
1280.30207,ciprofloxacin,S
1280.30207,erythromycin,S
1280.30207,tetracycline,S
1280.30208,cefoxitin,R
1280.30208,ciprofloxacin,S
1280.30208,erythromycin,S
1280.30208,tetracycline,S
1280.30209,cefoxitin,R
1280.30209,ciprofloxacin,R
1280.30210,cefoxitin,R
1280.30211,cefoxitin,R
1280.30211,ciprofloxacin,S
1280.30211,erythromycin,S
1280.30211,tetracycline,R
1280.30212,cefoxitin,R
1280.30212,ciprofloxacin,R
1280.30212,erythromycin,R
1280.30212,tetracycline,S
1280.30213,cefoxitin,R
1280.30213,ciprofloxacin,S
1280.30213,erythromycin,S
1280.30213,tetracycline,S
1280.30214,cefoxitin,R
1280.30215,cefoxitin,R
1280.30215,ciprofloxacin,R
1280.30215,erythromycin,R
1280.30215,tetracycline,S
1280.30216,cefoxitin,R
1280.30216,ciprofloxacin,S
1280.30216,erythromycin,R
1280.30216,tetracycline,S
1280.30217,cefoxitin,R
1280.30218,cefoxitin,R
1280.30218,ciprofloxacin,R
1280.30218,erythromycin,R
1280.30218,tetracycline,S
1280.30219,cefoxitin,R
1280.30219,ciprofloxacin,S
1280.30219,erythromycin,S
1280.30219,tetracycline,S
1280.30220,cefoxitin,R
1280.30220,ciprofloxacin,S
1280.30220,erythromycin,S
1280.30220,tetracycline,S
1280.30221,cefoxitin,R
1280.30221,ciprofloxacin,S
1280.30221,erythromycin,S
1280.30221,tetracycline,S
1280.30222,cefoxitin,R
1280.30222,ciprofloxacin,S
1280.30222,erythromycin,S
1280.30222,tetracycline,S
1280.30223,cefoxitin,R
1280.30223,ciprofloxacin,R
1280.30223,erythromycin,R
1280.30223,tetracycline,S
1280.30224,cefoxitin,R
1280.30224,ciprofloxacin,R
1280.30224,erythromycin,S
1280.30224,tetracycline,S
1280.30225,cefoxitin,R
1280.30225,ciprofloxacin,R
1280.30225,erythromycin,S
1280.30225,tetracycline,S
1280.30226,cefoxitin,R
1280.30226,ciprofloxacin,R
1280.30226,erythromycin,R
1280.30226,tetracycline,S
1280.30227,cefoxitin,R
1280.30227,ciprofloxacin,R
1280.30227,erythromycin,S
1280.30227,tetracycline,S
1280.30228,cefoxitin,R
1280.30229,cefoxitin,R
1280.30229,ciprofloxacin,S
1280.30229,erythromycin,S
1280.30229,tetracycline,S
1280.30230,cefoxitin,R
1280.30230,ciprofloxacin,R
1280.30230,erythromycin,R
1280.30230,tetracycline,S
1280.30231,cefoxitin,R
1280.30231,erythromycin,R
1280.30231,tetracycline,S
1280.30232,cefoxitin,R
1280.30232,ciprofloxacin,R
1280.30232,erythromycin,R
1280.30232,tetracycline,S
1280.30233,cefoxitin,R
1280.30233,erythromycin,S
1280.30233,tetracycline,S
1280.30234,cefoxitin,R
1280.30234,ciprofloxacin,R
1280.30234,erythromycin,R
1280.30234,tetracycline,R
1280.30235,cefoxitin,R
1280.30235,ciprofloxacin,S
1280.30235,erythromycin,S
1280.30235,tetracycline,S
1280.30236,cefoxitin,R
1280.30236,ciprofloxacin,R
1280.30236,erythromycin,S
1280.30236,tetracycline,S
1280.30237,cefoxitin,R
1280.30238,cefoxitin,R
1280.30238,ciprofloxacin,R
1280.30238,erythromycin,R
1280.30238,tetracycline,R
1280.30239,cefoxitin,R
1280.30240,cefoxitin,R
1280.30240,ciprofloxacin,R
1280.30240,erythromycin,R
1280.30240,tetracycline,S
1280.30241,cefoxitin,R
1280.30242,cefoxitin,R
1280.30242,ciprofloxacin,R
1280.30242,erythromycin,R
1280.30242,tetracycline,S
1280.30243,cefoxitin,R
1280.30243,ciprofloxacin,R
1280.30243,erythromycin,S
1280.30243,tetracycline,S
1280.30244,cefoxitin,R
1280.30244,ciprofloxacin,S
1280.30244,erythromycin,R
1280.30244,tetracycline,S
1280.30245,cefoxitin,R
1280.30245,ciprofloxacin,S
1280.30245,erythromycin,S
1280.30245,tetracycline,S
1280.30246,cefoxitin,R
1280.30246,ciprofloxacin,R
1280.30246,erythromycin,R
1280.30246,tetracycline,R
1280.30247,cefoxitin,R
1280.30247,erythromycin,S
1280.30247,tetracycline,S
1280.30248,cefoxitin,R
1280.30248,ciprofloxacin,R
1280.30248,erythromycin,S
1280.30248,tetracycline,S
1280.30249,cefoxitin,R
1280.30249,ciprofloxacin,S
1280.30249,erythromycin,S
1280.30249,tetracycline,S
1280.30250,cefoxitin,R
1280.30250,ciprofloxacin,S
1280.30250,erythromycin,S
1280.30250,tetracycline,R
1280.30251,cefoxitin,R
1280.30251,ciprofloxacin,S
1280.30251,erythromycin,R
1280.30251,tetracycline,S
1280.30252,cefoxitin,R
1280.30252,ciprofloxacin,S
1280.30252,erythromycin,S
1280.30252,tetracycline,S
1280.30253,cefoxitin,R
1280.30253,ciprofloxacin,R
1280.30253,erythromycin,R
1280.30253,tetracycline,S
1280.30254,cefoxitin,R
1280.30254,ciprofloxacin,S
1280.30254,erythromycin,S
1280.30254,tetracycline,S
1280.30255,cefoxitin,R
1280.30255,ciprofloxacin,S
1280.30255,erythromycin,S
1280.30255,tetracycline,S
1280.30256,cefoxitin,R
1280.30256,ciprofloxacin,R
1280.30256,erythromycin,S
1280.30256,tetracycline,S
1280.30257,cefoxitin,R
1280.30257,ciprofloxacin,R
1280.30257,erythromycin,S
1280.30257,tetracycline,S
1280.30258,cefoxitin,R
1280.30258,ciprofloxacin,R
1280.30258,erythromycin,R
1280.30258,tetracycline,S
1280.30259,cefoxitin,R
1280.30259,ciprofloxacin,S
1280.30259,erythromycin,R
1280.30259,tetracycline,R
1280.30260,cefoxitin,R
1280.30260,ciprofloxacin,R
1280.30260,erythromycin,R
1280.30260,tetracycline,S
1280.30261,cefoxitin,R
1280.30261,ciprofloxacin,R
1280.30261,erythromycin,S
1280.30261,tetracycline,S
1280.30262,cefoxitin,R
1280.30262,ciprofloxacin,R
1280.30262,erythromycin,R
1280.30262,tetracycline,S
1280.30263,cefoxitin,R
1280.30263,ciprofloxacin,R
1280.30263,erythromycin,R
1280.30263,tetracycline,S
1280.30264,cefoxitin,R
1280.30264,ciprofloxacin,S
1280.30264,erythromycin,S
1280.30264,tetracycline,S
1280.30265,cefoxitin,R
1280.30265,ciprofloxacin,R
1280.30265,erythromycin,S
1280.30265,tetracycline,S
1280.30266,cefoxitin,R
1280.30266,ciprofloxacin,S
1280.30266,erythromycin,S
1280.30266,tetracycline,S
1280.30267,cefoxitin,R
1280.30267,ciprofloxacin,S
1280.30267,erythromycin,S
1280.30267,tetracycline,S
1280.30268,cefoxitin,R
1280.30268,ciprofloxacin,R
1280.30268,erythromycin,R
1280.30268,tetracycline,R
1280.30269,cefoxitin,R
1280.30269,ciprofloxacin,R
1280.30269,erythromycin,S
1280.30269,tetracycline,S
1280.30270,cefoxitin,R
1280.30270,ciprofloxacin,R
1280.30270,erythromycin,R
1280.30270,tetracycline,S
1280.30271,cefoxitin,R
1280.30271,ciprofloxacin,S
1280.30271,erythromycin,S
1280.30271,tetracycline,S
1280.30272,cefoxitin,R
1280.30272,ciprofloxacin,S
1280.30272,erythromycin,S
1280.30272,tetracycline,R
1280.30273,cefoxitin,R
1280.30273,ciprofloxacin,R
1280.30273,erythromycin,R
1280.30273,tetracycline,S
1280.30274,cefoxitin,R
1280.30274,ciprofloxacin,S
1280.30274,erythromycin,R
